NCT ID,Title,Phase,Drug Names,Modality,Target,Indication,Status,Sponsor,Start Date,Primary Completion,Milestone,Probability,Phase_Num,Modality_Code,ML_Prediction,Phase Weight
NCT06784752,Study to Evaluate the Efficacy and Safety of [177Lu]Lu-DOTA-TATE in Patients With Grade 1 and Grade 2 Advanced GEP-NET,PHASE3,Octreotide LAR,Other,Unknown,Solid Tumor,RECRUITING,Novartis Pharmaceuticals,2025-05-30,2030-09-27,Long-term,0.6,3.0,3,0.600000000000001,5
NCT04684147,Clinical Trial of CNCT19 Cell Injection in the Treatment of Relapsed or Refractory Acute Lymphoblastic Leukemia,PHASE2,,Other,Unknown,Leukemia,RECRUITING,Juventas Cell Therapy Ltd.,2020-12-24,2022-09-22,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00003758,Combination Chemotherapy in Treating Patients With Relapsed Acute Myelogenous Leukemia,PHASE2,"cytarabine, idarubicin",Other,Unknown,Leukemia,UNKNOWN,European Organisation for Research and Treatment of Cancer - EORTC,1998-12,,Unknown,0.3,2.0,3,0.3133375460709372,3
NCT06390826,Testing Sunitinib as Potentially Targeted Treatment in Cancers With cKIT Genetic Changes (MATCH - Subprotocol V),PHASE2,Sunitinib,Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,National Cancer Institute (NCI),2016-11-01,2023-04-05,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05443126,A Study of EP0031 in Patients With Advanced RET-altered Malignancies,"PHASE1, PHASE2",EP0031,Other,Unknown,Solid Tumor,RECRUITING,Ellipses Pharma,2022-09-30,2026-12,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT05432635,Genetically Modified T-cells (CMV-Specific CD19-CAR T-cells) Plus a Vaccine (CMV-MVA Triplex) Following Stem Cell Transplantation for the Treatment of Intermediate or High Grade B-cell Non-Hodgkin Lymphoma,PHASE1,,CAR-T,CD19,Lymphoma,RECRUITING,City of Hope Medical Center,2023-08-01,2028-03-30,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT07270835,Zanubrutinib Combined With Rituximab in the Treatment of Secondary HLH in B-cell Lymphoma,PHASE4,"Rituximab, Zanubrutinib",Other,Unknown,Lymphoma,RECRUITING,The First Affiliated Hospital of Soochow University,2025-11-01,2027-04,Long-term,0.05,4.0,3,0.04999999999999991,1
NCT07224425,A Study in People With Advanced Cancer (Solid Tumours) to Test Different Doses of BI 3810944 and to Find Out Whether it Helps,PHASE1,BI 3810944,Other,Unknown,Solid Tumor,NOT_YET_RECRUITING,Boehringer Ingelheim,2026-02-13,2029-10-05,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00039676,"Clinical, Laboratory and Epidemiologic Characterization of Individuals and Families at High Risk of Hematologic Cancer",,,Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,National Cancer Institute (NCI),2002-07-08,,Unknown,0.1,,3,0.07471722255609645,1
NCT05551117,A Study of Vobramitamab Duocarmazine in Participants With Metastatic Castration Resistant Prostate Cancer and Other Solid Tumors,PHASE2,"Abiraterone, Enzalutamide",CAR-T,Unknown,Solid Tumor,TERMINATED,MacroGenics,2023-06-13,2024-07-04,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT02227940,Ceritinib and Combination Chemotherapy in Treating Patients With Advanced Solid Tumors or Locally Advanced or Metastatic Pancreatic Cancer,PHASE1,"Ceritinib, Cisplatin, Gemcitabine Hydrochloride, Paclitaxel Albumin-Stabilized Nanoparticle Formulation",CAR-T,Unknown,Solid Tumor,COMPLETED,Roswell Park Cancer Institute,2015-01-08,2018-12-27,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT02197650,Expanded Access Program: Safety of Erythrocytes Encapsulating L-asparaginase (GRASPA®) in Combination With Polychemotherapy in Patients Under 55 Years Old With Acute Lymphoblastic Leukemia (ALL) at Risk to Receive Other Formulation of Asparaginase,,suspension of erythrocytes encapsulating L-asparaginase,Other,Unknown,Leukemia,NO_LONGER_AVAILABLE,ERYtech Pharma,,,Unknown,0.1,,3,0.07471722255609645,1
NCT04435691,"Magrolimab, Azacitidine, and Venetoclax for the Treatment of Acute Myeloid Leukemia","PHASE1, PHASE2","Azacitidine, Venetoclax",Other,Unknown,Leukemia,TERMINATED,M.D. Anderson Cancer Center,2020-07-28,2025-03-25,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT05135715,"A Study of RC48-ADC in Advanced Melanoma Subjects With HER2 Variant (Mutation, Amplification, Overexpression)",PHASE2,RC48-ADC,ADC,HER2,Other,UNKNOWN,"RemeGen Co., Ltd.",2022-04-19,2024-12-30,Long-term,0.3,2.0,0,0.3000000000000005,3
NCT06199908,AMT-562 in Patients With Selected Advanced Solid Tumors,PHASE1,AMT-562,Other,Unknown,Solid Tumor,UNKNOWN,Multitude Therapeutics (Australia) Pty Ltd,2024-05-20,2025-12-31,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT07100925,A Study of Tolododekin Alfa (ANK-101) in Renal Allograft Recipients With High Risk Cutaneous Squamous Cell Carcinoma,PHASE1,tolododekin alfa,CAR-T,Unknown,Solid Tumor,NOT_YET_RECRUITING,"Ankyra Therapeutics, Inc",2025-12-15,2030-06,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00940225,Study of Cabozantinib (XL184) in Adults With Advanced Malignancies,PHASE2,"Cabozantinib, Placebo",Other,Unknown,Solid Tumor,COMPLETED,Exelixis,2009-09,2013-05,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02482168,Study of the CD40 Agonistic Monoclonal Antibody APX005M,PHASE1,APX005M,CAR-T,Unknown,Solid Tumor,COMPLETED,"Apexigen America, Inc.",2015-05,2018-06-13,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT02714374,GL-ONC1 Administered Intravenously Prior to Surgery to Patients With Solid Organ Cancers,PHASE1,,Other,Unknown,Solid Tumor,TERMINATED,Andrew Lowy,2016-03-25,2019-08-06,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01071018,A Study of MK2206 in Locally Advanced or Metastatic Solid Tumors (2206-007),PHASE1,"MK2206 every other day, MK2206 once weekly",Other,Unknown,Solid Tumor,COMPLETED,Merck Sharp & Dohme LLC,2010-02,2011-09,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03531918,"Gemtuzumab Ozogamicin With G-CSF, Cladribine, Cytarabine & Mitoxantrone for Untreated AML & High-Grade Myeloid Neoplasm","PHASE1, PHASE2","Cladribine, Cytarabine, Gemtuzumab Ozogamicin, Mitoxantrone Hydrochloride",Other,Unknown,Leukemia,COMPLETED,Fred Hutchinson Cancer Center,2018-09-14,2021-07-01,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT06769113,A Phase II Clinical Study to Evaluate HLX43 in Patients With Recurrent/Metastatic ESCC Failed or Intolerance to Standard Therapy,PHASE2,"HLX43 DOSE 1, HLX43 DOSE 2, HLX43 DOSE 3",Other,Unknown,Solid Tumor,RECRUITING,Shanghai Henlius Biotech,2025-01-26,2026-10-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT07374120,Treatment Patterns and Key Endpoints Among Patients With Chronic-Phase Chronic Myeloid Leukemia in a Community Oncology Setting,,,Other,Unknown,Leukemia,COMPLETED,Novartis Pharmaceuticals,2024-02-01,2025-01-21,Long-term,0.1,,3,0.07471722255609645,1
NCT06652152,Mechanism Investigation of R-CHOP Regimen or Tucidinostat Plus R-CHOP (CR-CHOP) Regimen in the Treatment of BCL2/MYC Protein Double Expressor Lymphoma,,,Other,Unknown,Lymphoma,NOT_YET_RECRUITING,Ruijin Hospital,2024-10-30,2025-05-30,Long-term,0.1,,3,0.07471722255609645,1
NCT00104858,"Fludarabine Phosphate, Radiation Therapy, and Rituximab in Treating Patients Who Are Undergoing Donor Stem Cell Transplant Followed by Rituximab for High-Risk Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma",PHASE2,"Cyclosporine, Fludarabine Phosphate, Mycophenolate Mofetil",Other,Unknown,Lymphoma,COMPLETED,Fred Hutchinson Cancer Center,2004-12,2018-03-30,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01002755,Lenalidomide and Ofatumumab in Treating Participants With Previously Treated Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,PHASE2,Lenalidomide,Other,Unknown,Lymphoma,COMPLETED,M.D. Anderson Cancer Center,2010-01-19,2018-01-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01804335,CD5789 in Early Cutaneous T-Cell Lymphoma (CTCL),PHASE1,CD5789 0.01% Cream,Other,Unknown,Lymphoma,COMPLETED,M.D. Anderson Cancer Center,2013-02,2015-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01008735,Gonadal Toxicity in Women With Hodgkin Lymphoma,,,Other,Unknown,Lymphoma,UNKNOWN,Gruppo Italiano Studio Linfomi,2009-07,,Unknown,0.1,,3,0.07471722255609645,1
NCT05431608,A Study of MCARH109 and MCARH125 in People With Multiple Myeloma,PHASE1,,CAR-T,Unknown,Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,2022-06-20,2026-06-20,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00885508,A Study of the Efficacy and Safety of Lenalidomide Combined to Escalating Doses of Chemotherapy in Intermediate-2-or High Risk Myelodysplastic Syndrome (MDS) and Acute Myeloid Leukemia (AML) With Del 5q,PHASE2,Lenalidomide,Other,Unknown,Leukemia,UNKNOWN,Groupe Francophone des Myelodysplasies,2009-02,2015-12,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03514017,Ibrutinib and PD-1 Blockade in High Risk Lymphocytic Leukemia,PHASE2,"Pembrolizumab, Ibrutinib",Other,PD-1,Leukemia,TERMINATED,H. Lee Moffitt Cancer Center and Research Institute,2019-05-31,2023-05-16,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00005040,Arsenic Trioxide in Treating Patients With Relapsed or Refractory Non- Hodgkin's Lymphoma,PHASE2,arsenic trioxide,Other,Unknown,Lymphoma,COMPLETED,Memorial Sloan Kettering Cancer Center,2000-01,2001-07,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05691491,Testing the Combination of the Anti-Cancer Drugs Temozolomide and M1774 to Evaluate Their Safety and Effectiveness,"PHASE1, PHASE2","Temozolomide, Tuvusertib",CAR-T,Unknown,Solid Tumor,RECRUITING,National Cancer Institute (NCI),2023-09-28,2027-03-01,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT06509490,NKG2D CAR-T(KD-025) in the Treatment of Advanced NKG2DL+ Solid Tumors,NA,KD-025 cell injection,CAR-T,Unknown,Solid Tumor,RECRUITING,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",2024-07-17,2024-07-26,Long-term,0.05,,2,0.07698823195888042,1
NCT04827290,Assessment of the Effect of Restriction on Alimentary AGE in Progression of Chronic Kidney Disease,NA,,Other,Unknown,Other,NOT_YET_RECRUITING,Centre Hospitalier Saint Joseph Saint Luc de Lyon,2024-08-01,2025-08-01,Long-term,0.05,,3,0.07471722255609645,1
NCT04099797,C7R-GD2.CAR T Cells for Patients With GD2-expressing Brain Tumors (GAIL-B),PHASE1,,CAR-T,Unknown,Solid Tumor,RECRUITING,Baylor College of Medicine,2020-02-03,2027-02,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04289220,Anti-CD19 CAR in PiggyBac Transposon-Engineered T Cells for Relapsed/Refractory B-cell Lymphoma or B-cell Acute Lymphoblastic Leukemia,PHASE1,,CAR-T,CD19,Lymphoma,UNKNOWN,Yan'an Affiliated Hospital of Kunming Medical University,2020-03-15,2023-03-15,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT06855823,A Phase I/II Study of Golidocitinib Combined with Pomalidomide in R/R PTCL,"PHASE1, PHASE2",Golicitinib combined with Pomadomide,Other,Unknown,Lymphoma,RECRUITING,Sun Yat-sen University,2025-01-14,2026-12,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02817633,A Study of TSR-022 in Participants With Advanced Solid Tumors (AMBER),PHASE1,"TSR-022, Nivolumab, TSR-042, TSR-033, Docetaxel, Pemetrexed, Cisplatin, Carboplatin",CAR-T,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,"Tesaro, Inc.",2016-07-08,2027-03-01,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00004049,SR-45023A in Treating Patients With Locally Advanced or Metastatic Solid Tumors,PHASE1,apomine,Other,Unknown,Solid Tumor,COMPLETED,"Genzyme, a Sanofi Company",1999-04,,Unknown,0.1,1.0,3,0.15123598159865156,1
NCT06725758,"A Phase 1/2, First-in-Human Study On ODM-212 In Subjects With Selected Advanced Solid Tumours","PHASE1, PHASE2",ODM-212,Other,Unknown,Other,RECRUITING,"Orion Corporation, Orion Pharma",2023-10-26,2027-12-31,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00445458,A Phase 1/2 Study of HKI-272 (Neratinib) in Combination With Paclitaxel (Taxol) in Subjects With Solid Tumors and Breast Cancer,"PHASE1, PHASE2","HKI-272, Paclitaxel",Other,Unknown,Solid Tumor,COMPLETED,"Puma Biotechnology, Inc.",2007-09-11,2011-05,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT03173248,Study of AG-120 (Ivosidenib) vs. Placebo in Combination With Azacitidine in Participants With Previously Untreated Acute Myeloid Leukemia With an IDH1 Mutation,PHASE3,"AG-120, Placebo, Azacitidine",Other,Unknown,Leukemia,ACTIVE_NOT_RECRUITING,Institut de Recherches Internationales Servier,2017-06-26,2021-03-18,Long-term,0.6,3.0,3,0.600000000000001,5
NCT04781855,"Ipilimumab, Ibrutinib, and Nivolumab for the Treatment of Chronic Lymphocytic Leukemia and Richter Transformation",PHASE1,Ibrutinib,Other,Unknown,Lymphoma,WITHDRAWN,M.D. Anderson Cancer Center,2022-07-14,2025-02-21,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00002785,"Combination Chemotherapy, Bone Marrow Transplantation, and Radiation Therapy in Treating Infants With Acute Lymphoblastic Leukemia",PHASE2,"asparaginase, cyclophosphamide, cyclosporine, cytarabine, daunorubicin hydrochloride, dexamethasone, etoposide, leucovorin calcium, mercaptopurine, mesna, methotrexate, methylprednisolone, pegaspargase, prednisone, therapeutic hydrocortisone, vincristine sulfate",Other,Unknown,Leukemia,COMPLETED,Children's Oncology Group,1996-07,2000-08,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03657043,A Study of Weekly Tisotumab Vedotin for Patients With Platinum-Resistant Ovarian Cancer With Safety Run-in (innovaTV 208),PHASE2,tisotumab vedotin,Other,Unknown,Solid Tumor,COMPLETED,Seagen Inc.,2019-03-20,2022-02-08,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT07120217,"Breast Cancer Risk Investigation in Grown-up Hodgkin Lymphoma Patients Treated With MBVD. Multicenter Retrospective Study on ≥200 Adult Female HL Patients Treated With ≥1 MBVD Cycle (NPLD, Bleomycin, Vinblastine, Dacarbazine). It Investigates Breast Cancer Incidence Post-treatment.",,,CAR-T,Unknown,Lymphoma,COMPLETED,Federico II University,2008-01-01,2025-08-01,Long-term,0.1,,2,0.07698823195888042,1
NCT03435250,Study of AG-270 in Participants With Advanced Solid Tumors or Lymphoma With MTAP Loss,PHASE1,"AG-270, AG-270, AG-270, docetaxel, nab-paclitaxel, gemcitabine",Other,Unknown,Lymphoma,TERMINATED,Institut de Recherches Internationales Servier,2018-03-04,2023-04-20,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05151718,Multiomic Approach to Radioresistance of Ependymomas in Children and Adolescents,,,Other,Unknown,Solid Tumor,RECRUITING,Institut Claudius Regaud,2021-09-30,2025-08-31,Long-term,0.1,,3,0.07471722255609645,1
NCT06149390,ASCT Versus Chemotherapy as First-Line Consolidation Therapy inT-Cell Lymphoma,,consolidation with ASCT,Other,Unknown,Lymphoma,COMPLETED,Huazhong University of Science and Technology,2014-01-01,2022-01-01,Long-term,0.1,,3,0.07471722255609645,1
NCT04052997,Study to Evaluate the Efficacy and Safety of Camidanlumab Tesirine (ADCT-301) in Patients With Relapsed or Refractory Hodgkin Lymphoma,PHASE2,Camidanlumab Tesirine,ADC,Unknown,Lymphoma,COMPLETED,ADC Therapeutics S.A.,2019-09-13,2023-01-19,Long-term,0.3,2.0,0,0.3000000000000005,3
NCT04707560,Heparin-based Wet Suction Method in EUS Fine Needle Biopsy of Solid Pancreatic Mass,NA,,Other,Unknown,Other,UNKNOWN,National Cheng-Kung University Hospital,2020-01-01,2021-09-30,Long-term,0.05,,3,0.07471722255609645,1
NCT00280982,Dendritic Cell-based Immunotherapy in Mesothelioma,PHASE1,,Other,Unknown,Other,COMPLETED,Erasmus Medical Center,2006-01,2009-09,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT07232524,A Study of BL-M24D1 in Patients With Locally Advanced or Metastatic Head and Neck Squamous Cell Carcinoma and Other Solid Tumors,PHASE1,BL-M24D1,CAR-T,Unknown,Solid Tumor,RECRUITING,"Sichuan Baili Pharmaceutical Co., Ltd.",2025-12-10,2027-11,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT06001255,ARTEMIS-003: HS-20093 in Patients With Metastatic Castrate-resistant Prostate Cancer (mCRPC) and Advanced Solid Tumors,PHASE2,HS-20093,Other,Unknown,Solid Tumor,RECRUITING,Hansoh BioMedical R&D Company,2024-01-18,2024-12-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01995578,Maintenance Low Dose 5'-Azacitidine Post T Cell Depleted Allogeneic Stem Cell Transplantation for Patients With Myelodysplastic Syndrome and Acute Myelogenous Leukemia With High Risk for Post-Transplant Relapse,PHASE2,low dose 5'-azacitidine,Other,Unknown,Leukemia,COMPLETED,Memorial Sloan Kettering Cancer Center,2013-12,2023-09-27,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02360215,Memantine Hydrochloride and Whole-Brain Radiotherapy With or Without Hippocampal Avoidance in Reducing Neurocognitive Decline in Patients With Brain Metastases,PHASE3,Memantine,Other,Unknown,Other,COMPLETED,NRG Oncology,2015-07,2018-04-30,Long-term,0.6,3.0,3,0.600000000000001,5
NCT03030417,Indenoisoquinoline LMP744 in Adults With Relapsed Solid Tumors and Lymphomas,PHASE1,LMP744,Other,Unknown,Lymphoma,COMPLETED,National Cancer Institute (NCI),2017-02-27,2023-10-02,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01892540,PET/CT or PET/MRI in Measuring Tumors in Patients Undergoing Clinical Imaging or With Newly Diagnosed Breast Cancer,NA,,Other,Unknown,Solid Tumor,COMPLETED,Case Comprehensive Cancer Center,2013-05,2015-06,Long-term,0.05,,3,0.07471722255609645,1
NCT06171789,PRO1107 in Patients With Advanced Solid Tumors,"PHASE1, PHASE2",GEN1107,CAR-T,Unknown,Solid Tumor,TERMINATED,Genmab,2024-01-29,2025-08-18,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT02042690,Haplo-identical HSCT Versus Chemotherapy for Adult Acute Lymphoblastic Leukemia Patients,PHASE3,Chemotherapy,Other,Unknown,Leukemia,COMPLETED,Peking University,2014-07,2018-02,Long-term,0.6,3.0,3,0.600000000000001,5
NCT06738082,Influenza Vaccine Elicited Immune Response in Immunocompromised Patients,,,Other,Unknown,Other,COMPLETED,"Insel Gruppe AG, University Hospital Bern",2024-10-15,2025-01-31,Long-term,0.1,,3,0.07471722255609645,1
NCT06056024,A Study to Test How Well Different Doses of BI 3706674 Are Tolerated by People With Advanced Cancer in the Stomach and Oesophagus,PHASE1,BI 3706674,Other,KRAS,Solid Tumor,COMPLETED,Boehringer Ingelheim,2023-12-06,2025-12-17,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00027924,Combination Chemotherapy Followed by Peripheral Stem Cell Transplantation in Treating Patients With Chronic Myelogenous Leukemia or Myelodysplastic Syndrome,PHASE2,"busulfan, cyclosporine, fludarabine phosphate, methotrexate",Other,Unknown,Leukemia,COMPLETED,Fred Hutchinson Cancer Center,2001-10,2003-05,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06873659,SON-DP in Participants With Relapsed/Refractory Intolerant to Standard of Care Therapies for Advanced/Metastatic Solid Tumors,PHASE1,SON-DP,CAR-T,Unknown,Solid Tumor,RECRUITING,Qurgen Inc.,2025-02-26,2027-04,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT01222780,"To Evaluate the Safety, Activity and Pharmacokinetics of Marqibo in Children and Adolescents With Refractory Cancer",PHASE1,Marqibo,Other,Unknown,Lymphoma,COMPLETED,Acrotech Biopharma Inc.,2010-09,2014-12,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT02495896,Recombinant EphB4-HSA Fusion Protein With Standard Chemotherapy Regimens in Treating Patients With Advanced or Metastatic Solid Tumors,PHASE1,"Cisplatin, Docetaxel, Gemcitabine Hydrochloride, Paclitaxel Albumin-Stabilized Nanoparticle Formulation",CAR-T,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,University of Southern California,2015-09-03,2021-04-01,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT03146962,High Dose Vitamin C Intravenous Infusion in Patients With Resectable or Metastatic Solid Tumor Malignancies,PHASE2,Vitamin C,Other,Unknown,Solid Tumor,COMPLETED,Weill Medical College of Cornell University,2017-03-29,2023-04-21,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03250962,SHR-1210 Alone or in Combination With Decitabine in Relapsed or Refractory Hodgkin Lymphoma,PHASE2,"SHR-1210, Decitabine",Other,Unknown,Lymphoma,UNKNOWN,Chinese PLA General Hospital,2017-09-11,2022-07-21,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02835833,Study of Nintedanib Plus Bevacizumab in Advanced Solid Tumors,PHASE1,"Nintedanib, Bevacizumab",CAR-T,Unknown,Solid Tumor,COMPLETED,University of Alabama at Birmingham,2016-06-09,2018-04-14,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT03160833,A Study of HMPL-453 in Patients With Advanced Solid Malignancies,"PHASE1, PHASE2",HMPL-453,Other,Unknown,Solid Tumor,UNKNOWN,Hutchison Medipharma Limited,2017-05-23,2019-12-31,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT03364049,Study of MK-7162 in Combination With Pembrolizumab (MK-3475) in Adult Participants With Advanced Solid Tumors (MK-7162-002),PHASE1,MK-7162,Other,Unknown,Solid Tumor,COMPLETED,Merck Sharp & Dohme LLC,2017-12-06,2020-10-19,Long-term,0.1,1.0,3,0.15123598159865156,1
